"OPENSECRETS.INDUSTRY","YEAR","STATE","FIRST","LAST","DISTRICT","CANDIDATE","PARTY","AMOUNT","INDUSTRYPERCENT","CANDTOTAL","INCUMBENT","VOTES","PERCENT","PRIMARY.INDUSTRY","SECONDARY.INDUSTRY1","SECONDARY.INDUSTRY2","SECONDARY.INDUSTRY3","WINNER","indrank","TotalRaceFunds","RaceFundPerc","X","Sector","AdjClose","Group","YrPercentChange","RelYear"
"Pharmaceuticals/Health Products",2004,"CA","ELLEN","TAUSCHER","10","ELLEN O TAUSCHER","D",27999,0.0581832463671,481221,1,182750,0.6571,"Health Care","","","",1,6,503221,0.956281633715604,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Forestry & Forest Products",2004,"CA","RICHARD","POMBO","11","RICHARD W POMBO","R",58159,0.0872796960165,666352,1,163582,0.6123,"Materials","","","",1,5,721484,0.92358527701238,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Home Builders",2004,"CA","RICHARD","POMBO","11","RICHARD W POMBO","R",36870,0.0553311162869,666352,1,163582,0.6123,"Industrials","","","",1,7,721484,0.92358527701238,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Computers/Internet",2004,"CA","JERRY","MCNERNEY","11","JERRY MCNERNEY","D",4800,0.08706377421466,55132,0,103587,0.3877,"Consumer Discretionary","Information Technology","","",0,3,721484,0.07641472298762,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Oil & Gas",2004,"CA","RICHARD","POMBO","11","RICHARD W POMBO","R",85045,0.127627740293,666352,1,163582,0.6123,"Energy","","","",1,4,721484,0.92358527701238,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Hospitals/Nursing Homes",2004,"CA","JERRY","MCNERNEY","11","JERRY MCNERNEY","D",1000,0.0181382862947,55132,0,103587,0.3877,"Health Care","","","",0,6,721484,0.07641472298762,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Misc Business",2004,"CA","JERRY","MCNERNEY","11","JERRY MCNERNEY","D",250,0.00453457157368,55132,0,103587,0.3877,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,7,721484,0.07641472298762,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Construction Services",2004,"CA","JERRY","MCNERNEY","11","JERRY MCNERNEY","D",3600,0.06529783066093,55132,0,103587,0.3877,"Industrials","","","",0,4,721484,0.07641472298762,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Electric Utilities",2004,"CA","RICHARD","POMBO","11","RICHARD W POMBO","R",37700,0.0565767042044,666352,1,163582,0.6123,"Utilities","","","",1,6,721484,0.92358527701238,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Pharmaceuticals/Health Products",2004,"CA","TOM","LANTOS","12","TOM LANTOS","D",20000,0.0147033308926,1360236,1,171852,0.6803,"Health Care","","","",1,8,1370951,0.992184257497168,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Oil & Gas",2004,"CA","TOM","LANTOS","12","TOM LANTOS","D",33250,0.0244442876089,1360236,1,171852,0.6803,"Energy","","","",1,5,1370951,0.992184257497168,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Food & Beverage",2004,"CA","TOM","LANTOS","12","TOM LANTOS","D",24300,0.0178645470345,1360236,1,171852,0.6803,"Consumer Staples","","","",1,6,1370951,0.992184257497168,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Misc Business",2004,"CA","TOM","LANTOS","12","TOM LANTOS","D",20000,0.0147033308926,1360236,1,171852,0.6803,"Materials","Consumer Discretionary","Consumer Staples","Industrials",1,7,1370951,0.992184257497168,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Food & Beverage",2004,"CA","GEORGE","BRUNO","13","GEORGE I BRUNO","R",250,0.0191938579655,13025,0,48439,0.2399,"Consumer Staples","","","",0,8,325435,0.0400233533578134,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Health Services/HMOs",2004,"CA","PETE","STARK","13","PETE STARK","D",20500,0.0656188982427,312410,1,144605,0.7161,"Health Care","","","",1,4,325435,0.959976646642187,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Automotive",2004,"CA","GEORGE","BRUNO","13","GEORGE I BRUNO","R",1275,0.0978886756238,13025,0,48439,0.2399,"Consumer Discretionary","","","",0,3,325435,0.0400233533578134,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Construction Services",2004,"CA","GEORGE","BRUNO","13","GEORGE I BRUNO","R",250,0.0191938579655,13025,0,48439,0.2399,"Industrials","","","",0,7,325435,0.0400233533578134,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Building Materials & Equipment",2004,"CA","GEORGE","BRUNO","13","GEORGE I BRUNO","R",800,0.0614203454895,13025,0,48439,0.2399,"Materials","Industrials","","",0,5,325435,0.0400233533578134,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Electric Utilities",2004,"CA","PETE","STARK","13","PETE STARK","D",2000,0.00640184373099,312410,1,144605,0.7161,"Utilities","","","",1,7,325435,0.959976646642187,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Crop Production & Basic Processing",2004,"CA","PETE","STARK","13","PETE STARK","D",3000,0.00960276559649,312410,1,144605,0.7161,"Consumer Staples","","","",1,6,325435,0.959976646642187,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Electronics Mfg & Services",2004,"CA","GEORGE","BRUNO","13","GEORGE I BRUNO","R",300,0.0230326295585,13025,0,48439,0.2399,"Information Technology","Consumer Discretionary","","",0,6,325435,0.0400233533578134,17,"Information Technology",1575.122081,"Values0506b",17.5743828802466,"2004"
"Misc Business",2004,"CA","CHRIS","HAUGEN","14","CHRIS HAUGEN","R",550,0.0221327967807,24850,0,69564,0.2656,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,5,745939,0.0333137160009062,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Telecom Services & Equipment",2004,"CA","ANNA","ESHOO","14","ANNA ESHOO","D",35000,0.0485376978432,721089,1,182712,0.6977,"Telecommunication Services","","","",1,6,745939,0.966686283999094,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Electric Utilities",2004,"CA","ANNA","ESHOO","14","ANNA ESHOO","D",16250,0.0225353597129,721089,1,182712,0.6977,"Utilities","","","",1,8,745939,0.966686283999094,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Defense Aerospace",2004,"CA","ANNA","ESHOO","14","ANNA ESHOO","D",17000,0.0235754532381,721089,1,182712,0.6977,"Industrials","","","",1,7,745939,0.966686283999094,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Food & Beverage",2004,"CA","CHRIS","HAUGEN","14","CHRIS HAUGEN","R",250,0.010060362173,24850,0,69564,0.2656,"Consumer Staples","","","",0,7,745939,0.0333137160009062,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Electronics Mfg & Services",2004,"CA","ANNA","ESHOO","14","ANNA ESHOO","D",13000,0.0180282877703,721089,1,182712,0.6977,"Information Technology","Consumer Discretionary","","",1,9,745939,0.966686283999094,17,"Information Technology",1575.122081,"Values0506b",17.5743828802466,"2004"
"Pharmaceuticals/Health Products",2004,"CA","MIKE","HONDA","15","MIKE HONDA","D",15500,0.0465678027208,332848,1,154385,0.7203,"Health Care","","","",1,6,370498,0.898380018245713,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Business Services",2004,"CA","MIKE","HONDA","15","MIKE HONDA","D",36829,0.1106481036389,332848,1,154385,0.7203,"Consumer Discretionary","Industrials","","",1,3,370498,0.898380018245713,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Food Processing & Sales",2004,"CA","MIKE","HONDA","15","MIKE HONDA","D",7250,0.0217817141758,332848,1,154385,0.7203,"Consumer Staples","","","",1,7,370498,0.898380018245713,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Electronics Mfg & Services",2004,"CA","MIKE","HONDA","15","MIKE HONDA","D",6500,0.019528433399,332848,1,154385,0.7203,"Information Technology","Consumer Discretionary","","",1,8,370498,0.898380018245713,17,"Information Technology",1575.122081,"Values0506b",17.5743828802466,"2004"
"Air Transport",2004,"CA","MIKE","HONDA","15","MIKE HONDA","D",28250,0.0848735759266,332848,1,154385,0.7203,"Industrials","","","",1,4,370498,0.898380018245713,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Electric Utilities",2004,"CA","ZOE","LOFGREN","16","ZOE LOFGREN","D",11900,0.0315747020303,376884,1,129222,0.7089,"Utilities","","","",1,6,376884,1,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Construction Services",2004,"CA","ZOE","LOFGREN","16","ZOE LOFGREN","D",7400,0.0196346886575,376884,1,129222,0.7089,"Industrials","","","",1,8,376884,1,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Electronics Mfg & Services",2004,"CA","ZOE","LOFGREN","16","ZOE LOFGREN","D",8950,0.0237473599304,376884,1,129222,0.7089,"Information Technology","Consumer Discretionary","","",1,7,376884,1,17,"Information Technology",1575.122081,"Values0506b",17.5743828802466,"2004"
"Pharmaceuticals/Health Products",2004,"CA","ZOE","LOFGREN","16","ZOE LOFGREN","D",30500,0.0809267573046,376884,1,129222,0.7089,"Health Care","","","",1,4,376884,1,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Telecom Services & Equipment",2004,"CA","ZOE","LOFGREN","16","ZOE LOFGREN","D",6500,0.017246685983,376884,1,129222,0.7089,"Telecommunication Services","","","",1,9,376884,1,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Automotive",2004,"CA","SAM","FARR","17","SAM FARR","D",17000,0.0437355286854,388700,1,148958,0.6673,"Consumer Discretionary","","","",1,6,427850,0.908495968213159,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Electric Utilities",2004,"CA","SAM","FARR","17","SAM FARR","D",20000,0.0514535631592,388700,1,148958,0.6673,"Utilities","","","",1,5,427850,0.908495968213159,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Misc Business",2004,"CA","MARK","RISLEY","17","MARK RISLEY","R",1750,0.0446998722861,39150,0,65117,0.2917,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,6,427850,0.0915040317868412,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Automotive",2004,"CA","MARK","RISLEY","17","MARK RISLEY","R",2550,0.06513409961687,39150,0,65117,0.2917,"Consumer Discretionary","","","",0,5,427850,0.0915040317868412,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Hospitals/Nursing Homes",2004,"CA","SAM","FARR","17","SAM FARR","D",21700,0.0558271160278,388700,1,148958,0.6673,"Health Care","","","",1,4,427850,0.908495968213159,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Construction Services",2004,"CA","MARK","RISLEY","17","MARK RISLEY","R",500,0.0127713920817,39150,0,65117,0.2917,"Industrials","","","",0,7,427850,0.0915040317868412,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Electric Utilities",2004,"CA","DENNIS","CARDOZA","18","DENNIS CARDOZA","D",10500,0.0190078620138,552403,1,103732,0.6749,"Utilities","","","",1,7,552403,1,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Home Builders",2004,"CA","DENNIS","CARDOZA","18","DENNIS CARDOZA","D",13500,0.024438679732,552403,1,103732,0.6749,"Industrials","","","",1,5,552403,1,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Hospitals/Nursing Homes",2004,"CA","DENNIS","CARDOZA","18","DENNIS CARDOZA","D",13250,0.0239861115888,552403,1,103732,0.6749,"Health Care","","","",1,6,552403,1,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"TV/Movies/Music",2004,"CA","GEORGE","RADANOVICH","19","GEORGE RADANOVICH","R",17200,0.0372181589994,462140,1,155354,0.6603,"Consumer Discretionary","","","",1,7,462140,1,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Oil & Gas",2004,"CA","GEORGE","RADANOVICH","19","GEORGE RADANOVICH","R",23000,0.0497684684295,462140,1,155354,0.6603,"Energy","","","",1,5,462140,1,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Forestry & Forest Products",2004,"CA","GEORGE","RADANOVICH","19","GEORGE RADANOVICH","R",16500,0.035703466482,462140,1,155354,0.6603,"Materials","","","",1,8,462140,1,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Home Builders",2004,"CA","GEORGE","RADANOVICH","19","GEORGE RADANOVICH","R",15200,0.0328904660925,462140,1,155354,0.6603,"Industrials","","","",1,9,462140,1,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Electric Utilities",2004,"CA","GEORGE","RADANOVICH","19","GEORGE RADANOVICH","R",27700,0.0599385467607,462140,1,155354,0.6603,"Utilities","","","",1,4,462140,1,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Telephone Utilities",2004,"CA","GEORGE","RADANOVICH","19","GEORGE RADANOVICH","R",20000,0.0432769290691,462140,1,155354,0.6603,"Telecommunication Services","","","",1,6,462140,1,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Railroads",2004,"CA","WALLY","HERGER","2","WALLY HERGER","R",11000,0.0311689783659,352915,1,182119,0.6685,"Industrials","","","",1,8,352915,1,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Pharmaceuticals/Health Products",2004,"CA","WALLY","HERGER","2","WALLY HERGER","R",13000,0.0368360653415,352915,1,182119,0.6685,"Health Care","","","",1,7,352915,1,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Oil & Gas",2004,"CA","WALLY","HERGER","2","WALLY HERGER","R",10200,0.0289021435756,352915,1,182119,0.6685,"Energy","","","",1,9,352915,1,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Electric Utilities",2004,"CA","WALLY","HERGER","2","WALLY HERGER","R",19000,0.0538373262684,352915,1,182119,0.6685,"Utilities","","","",1,6,352915,1,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Automotive",2004,"CA","WALLY","HERGER","2","WALLY HERGER","R",36400,0.1031409829563,352915,1,182119,0.6685,"Consumer Discretionary","","","",1,5,352915,1,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Oil & Gas",2004,"CA","ROY","ASHBURN","20","ROY ASHBURN","R",14546,0.0210216893657,691952,0,53231,0.466,"Energy","","","",0,7,1822103,0.379754602237085,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Misc Business",2004,"CA","ROY","ASHBURN","20","ROY ASHBURN","R",19576,0.0282909797211,691952,0,53231,0.466,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,5,1822103,0.379754602237085,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Automotive",2004,"CA","ROY","ASHBURN","20","ROY ASHBURN","R",19021,0.0274889009642,691952,0,53231,0.466,"Consumer Discretionary","","","",0,6,1822103,0.379754602237085,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Home Builders",2004,"CA","ROY","ASHBURN","20","ROY ASHBURN","R",11000,0.0158970564432,691952,0,53231,0.466,"Industrials","","","",0,8,1822103,0.379754602237085,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Home Builders",2004,"CA","JIM","COSTA","20","JIM COSTA","D",25000,0.0221209378216,1130151,0,61005,0.534,"Industrials","","","",1,5,1822103,0.620245397762915,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Oil & Gas",2004,"CA","DEVIN","NUNES","21","DEVIN NUNES","R",16000,0.0261143908247,612689,1,140721,0.7317,"Energy","","","",1,8,612689,1,13,"Energy",1348.010537,"Values0506b",62.8528396649974,"2004"
"Automotive",2004,"CA","DEVIN","NUNES","21","DEVIN NUNES","R",24000,0.0391715862371,612689,1,140721,0.7317,"Consumer Discretionary","","","",1,5,612689,1,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Air Transport",2004,"CA","DEVIN","NUNES","21","DEVIN NUNES","R",21750,0.0354992500273,612689,1,140721,0.7317,"Industrials","","","",1,7,612689,1,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Misc Business",2004,"CA","DEVIN","NUNES","21","DEVIN NUNES","R",22150,0.036152109798,612689,1,140721,0.7317,"Materials","Consumer Discretionary","Consumer Staples","Industrials",1,6,612689,1,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Telephone Utilities",2004,"CA","DEVIN","NUNES","21","DEVIN NUNES","R",16000,0.0261143908247,612689,1,140721,0.7317,"Telecommunication Services","","","",1,9,612689,1,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Printing & Publishing",2004,"CA","LOIS","CAPPS","23","LOIS CAPPS","D",65250,0.1022546163453,638113,1,153980,0.6303,"Consumer Discretionary","Industrials","","",1,3,651188,0.979921313046309,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Misc Business",2004,"CA","LOIS","CAPPS","23","LOIS CAPPS","D",15500,0.0242903686338,638113,1,153980,0.6303,"Materials","Consumer Discretionary","Consumer Staples","Industrials",1,7,651188,0.979921313046309,18,"Materials",994.347645,"Values0506b",30.380416957915,"2004"
"Hospitals/Nursing Homes",2004,"CA","LOIS","CAPPS","23","LOIS CAPPS","D",26250,0.0411369146218,638113,1,153980,0.6303,"Health Care","","","",1,5,651188,0.979921313046309,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Lodging/Tourism",2004,"CA","DONALD","REGAN","23","DONALD ERNEST REGAN","R",300,0.0229445506692,13075,0,83926,0.3435,"Consumer Discretionary","","","",0,4,651188,0.0200786869536908,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Telecom Services & Equipment",2004,"CA","LOIS","CAPPS","23","LOIS CAPPS","D",16100,0.025230640968,638113,1,153980,0.6303,"Telecommunication Services","","","",1,6,651188,0.979921313046309,19,"Telecommunication Services",75.598322,"Values0506b",24.3061425698136,"2004"
"Automotive",2004,"CA","ELTON","GALLEGLY","24","ELTON GALLEGLY","R",25700,0.0822676419277,312395,1,178660,0.6282,"Consumer Discretionary","","","",1,5,381901,0.817999952867366,11,"Consumer Discretionary",2212.326524,"Values0506b",18.4187271843315,"2004"
"Defense Electronics",2004,"CA","ELTON","GALLEGLY","24","ELTON GALLEGLY","R",27250,0.0872293090478,312395,1,178660,0.6282,"Industrials","","","",1,4,381901,0.817999952867366,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Beer, Wine & Liquor",2004,"CA","BRETT","WAGNER","24","BRETT WAGNER","D",200,0.00287744942883,69506,0,96397,0.339,"Consumer Staples","","","",0,6,381901,0.182000047132634,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
"Health Services/HMOs",2004,"CA","BRETT","WAGNER","24","BRETT WAGNER","D",2000,0.0287744942883,69506,0,96397,0.339,"Health Care","","","",0,4,381901,0.182000047132634,15,"Health Care",1854.677021,"Values0506b",20.8390015309827,"2004"
"Electric Utilities",2004,"CA","ELTON","GALLEGLY","24","ELTON GALLEGLY","R",7000,0.0224075289297,312395,1,178660,0.6282,"Utilities","","","",1,9,381901,0.817999952867366,20,"Utilities",846.831177,"Values0506b",38.7572063080446,"2004"
"Construction Services",2004,"CA","BRETT","WAGNER","24","BRETT WAGNER","D",450,0.00647426121486,69506,0,96397,0.339,"Industrials","","","",0,5,381901,0.182000047132634,16,"Industrials",2247.393539,"Values0506b",28.2912484881694,"2004"
"Crop Production & Basic Processing",2004,"CA","ELTON","GALLEGLY","24","ELTON GALLEGLY","R",21158,0.0677283567279,312395,1,178660,0.6282,"Consumer Staples","","","",1,6,381901,0.817999952867366,12,"Consumer Staples",954.249739,"Values0506b",16.0713877776614,"2004"
