OPENSECRETS.INDUSTRY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,AMOUNT,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,PRIMARY.INDUSTRY,SECONDARY.INDUSTRY1,SECONDARY.INDUSTRY2,SECONDARY.INDUSTRY3,WINNER,indrank,TotalRaceFunds,RaceFundPerc,X,Sector,AdjClose,Group,YrPercentChange,RelYear
Casinos/Gambling,2012,CA,GRACE,NAPOLITANO,32,GRACE NAPOLITANO,D,14300,0.039032006,366366,1,124903,0.657,Consumer Discretionary,,,,1,5,388010,0.944217933,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Misc Business,2012,CA,DAVID,MILLER,32,DAVID MILLER,R,2950,0.136296433,21644,0,65208,0.343,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,4,388010,0.055782067,98,Materials,2244.49036,Values1314b,0.413267616,2012
Electric Utilities,2012,CA,GRACE,NAPOLITANO,32,GRACE NAPOLITANO,D,8000,0.021836087,366366,1,124903,0.657,Utilities,,,,1,8,388010,0.944217933,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Hospitals/Nursing Homes,2012,CA,GRACE,NAPOLITANO,32,GRACE NAPOLITANO,D,8500,0.023200843,366366,1,124903,0.657,Health Care,,,,1,7,388010,0.944217933,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Insurance,2012,CA,HENRY,WAXMAN,33,HENRY WAXMAN,D,32750,0.027136671,1206854,1,171860,0.5396,Financials,,,,1,7,1444490,0.835487958,94,Financials,5999.823849,Values1314b,0.542910069,2012
Misc Defense,2012,CA,BILL,BLOOMFIELD,33,BILL BLOOMFIELD,I,17700,0.074483664,237636,0,146660,0.4604,Industrials,,,,0,5,1444490,0.164512042,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Accountants,2012,CA,BILL,BLOOMFIELD,33,BILL BLOOMFIELD,I,77026,0.32413439,237636,0,146660,0.4604,Financials,,,,0,1,1444490,0.164512042,94,Financials,5999.823849,Values1314b,0.542910069,2012
Telecom Services & Equipment,2012,CA,HENRY,WAXMAN,33,HENRY WAXMAN,D,95500,0.079131361,1206854,1,171860,0.5396,Telecommunication Services,,,,1,5,1444490,0.835487958,99,Telecommunication Services,132.289977,Values1314b,0.175711767,2012
Business Services,2012,CA,HENRY,WAXMAN,33,HENRY WAXMAN,D,230581,0.191059565,1206854,1,171860,0.5396,Consumer Discretionary,Industrials,,,1,3,1444490,0.835487958,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Misc Business,2012,CA,BILL,BLOOMFIELD,33,BILL BLOOMFIELD,I,1950,0.008205827,237636,0,146660,0.4604,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,7,1444490,0.164512042,98,Materials,2244.49036,Values1314b,0.413267616,2012
Electric Utilities,2012,CA,HENRY,WAXMAN,33,HENRY WAXMAN,D,38000,0.031486824,1206854,1,171860,0.5396,Utilities,,,,1,6,1444490,0.835487958,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Hospitals/Nursing Homes,2012,CA,HENRY,WAXMAN,33,HENRY WAXMAN,D,143250,0.118697042,1206854,1,171860,0.5396,Health Care,,,,1,4,1444490,0.835487958,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Automotive,2012,CA,BILL,BLOOMFIELD,33,BILL BLOOMFIELD,I,24130,0.101541854,237636,0,146660,0.4604,Consumer Discretionary,,,,0,4,1444490,0.164512042,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Health Services/HMOs,2012,CA,XAVIER,BECERRA,34,XAVIER BECERRA,D,235514,0.179095103,1315022,1,120367,0.8562,Health Care,,,,1,3,1316022,0.999240134,95,Health Care,5966.566284,Values1314b,0.782492615,2012
"Beer, Wine & Liquor",2012,CA,XAVIER,BECERRA,34,XAVIER BECERRA,D,26000,0.019771532,1315022,1,120367,0.8562,Consumer Staples,,,,1,7,1316022,0.999240134,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Business Services,2012,CA,XAVIER,BECERRA,34,XAVIER BECERRA,D,204150,0.155244551,1315022,1,120367,0.8562,Consumer Discretionary,Industrials,,,1,5,1316022,0.999240134,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Electric Utilities,2012,CA,XAVIER,BECERRA,34,XAVIER BECERRA,D,26250,0.019961643,1315022,1,120367,0.8562,Utilities,,,,1,6,1316022,0.999240134,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Commercial Banks,2012,CA,XAVIER,BECERRA,34,XAVIER BECERRA,D,280444,0.213261831,1315022,1,120367,0.8562,Financials,,,,1,2,1316022,0.999240134,94,Financials,5999.823849,Values1314b,0.542910069,2012
Agricultural Services/Products,2012,CA,JOE,BACA,35,JOE BACA,D,56700,0.087784487,645900,1,62982,0.4414,Consumer Staples,,,,0,5,812271,0.795177964,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Building Materials & Equipment,2012,CA,GLORIA,MCLEOD,35,GLORIA MCLEOD,D,4550,0.027348516,166371,0,79698,0.5586,Materials,Industrials,,,1,4,812271,0.204822036,98,Materials,2244.49036,Values1314b,0.413267616,2012
Casinos/Gambling,2012,CA,JOE,BACA,35,JOE BACA,D,92100,0.142591732,645900,1,62982,0.4414,Consumer Discretionary,,,,0,3,812271,0.795177964,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Air Transport,2012,CA,JOE,BACA,35,JOE BACA,D,14790,0.022898281,645900,1,62982,0.4414,Industrials,,,,0,8,812271,0.795177964,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Automotive,2012,CA,GLORIA,MCLEOD,35,GLORIA MCLEOD,D,34700,0.208570003,166371,0,79698,0.5586,Consumer Discretionary,,,,1,2,812271,0.204822036,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Railroads,2012,CA,GLORIA,MCLEOD,35,GLORIA MCLEOD,D,2500,0.015026657,166371,0,79698,0.5586,Industrials,,,,1,6,812271,0.204822036,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Telephone Utilities,2012,CA,JOE,BACA,35,JOE BACA,D,25000,0.038705682,645900,1,62982,0.4414,Telecommunication Services,,,,0,6,812271,0.795177964,99,Telecommunication Services,132.289977,Values1314b,0.175711767,2012
Electric Utilities,2012,CA,JOE,BACA,35,JOE BACA,D,20250,0.031351602,645900,1,62982,0.4414,Utilities,,,,0,7,812271,0.795177964,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Commercial Banks,2012,CA,JOE,BACA,35,JOE BACA,D,61150,0.094674098,645900,1,62982,0.4414,Financials,,,,0,4,812271,0.795177964,94,Financials,5999.823849,Values1314b,0.542910069,2012
Oil & Gas,2012,CA,GLORIA,MCLEOD,35,GLORIA MCLEOD,D,2500,0.015026657,166371,0,79698,0.5586,Energy,,,,1,5,812271,0.204822036,93,Energy,2302.988878,Values1314b,0.151340006,2012
Food Processing & Sales,2012,CA,RAUL,RUIZ,36,RAUL RUIZ,D,19000,0.016659258,1140507,0,110189,0.5294,Consumer Staples,,,,1,6,2411722,0.47290152,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Pharmaceuticals/Health Products,2012,CA,MARY,MACK,36,MARY BONO MACK,R,50500,0.039725774,1271215,1,97953,0.4706,Health Care,,,,0,7,2411722,0.52709848,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Crop Production & Basic Processing,2012,CA,MARY,MACK,36,MARY BONO MACK,R,79050,0.062184603,1271215,1,97953,0.4706,Consumer Staples,,,,0,5,2411722,0.52709848,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Electric Utilities,2012,CA,MARY,MACK,36,MARY BONO MACK,R,43166,0.03395649,1271215,1,97953,0.4706,Utilities,,,,0,8,2411722,0.52709848,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Business Services,2012,CA,RAUL,RUIZ,36,RAUL RUIZ,D,56205,0.049280715,1140507,0,110189,0.5294,Consumer Discretionary,Industrials,,,1,4,2411722,0.47290152,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Construction Services,2012,CA,RAUL,RUIZ,36,RAUL RUIZ,D,15950,0.013985008,1140507,0,110189,0.5294,Industrials,,,,1,8,2411722,0.47290152,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Misc Finance,2012,CA,RAUL,RUIZ,36,RAUL RUIZ,D,18150,0.015913975,1140507,0,110189,0.5294,Financials,,,,1,7,2411722,0.47290152,94,Financials,5999.823849,Values1314b,0.542910069,2012
Misc Finance,2012,CA,MARY,MACK,36,MARY BONO MACK,R,79650,0.062656592,1271215,1,97953,0.4706,Financials,,,,0,4,2411722,0.52709848,94,Financials,5999.823849,Values1314b,0.542910069,2012
Hospitals/Nursing Homes,2012,CA,RAUL,RUIZ,36,RAUL RUIZ,D,57030,0.050004077,1140507,0,110189,0.5294,Health Care,,,,1,3,2411722,0.47290152,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Casinos/Gambling,2012,CA,MARY,MACK,36,MARY BONO MACK,R,331825,0.261029802,1271215,1,97953,0.4706,Consumer Discretionary,,,,0,2,2411722,0.52709848,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Oil & Gas,2012,CA,MARY,MACK,36,MARY BONO MACK,R,53200,0.041849726,1271215,1,97953,0.4706,Energy,,,,0,6,2411722,0.52709848,93,Energy,2302.988878,Values1314b,0.151340006,2012
Misc Business,2012,CA,RAUL,RUIZ,36,RAUL RUIZ,D,22600,0.019815749,1140507,0,110189,0.5294,Materials,Consumer Discretionary,Consumer Staples,Industrials,1,5,2411722,0.47290152,98,Materials,2244.49036,Values1314b,0.413267616,2012
Telephone Utilities,2012,CA,KAREN,BASS,37,KAREN BASS,D,13000,0.02818196,461288,1,207039,0.8642,Telecommunication Services,,,,1,7,461288,1,99,Telecommunication Services,132.289977,Values1314b,0.175711767,2012
Accountants,2012,CA,KAREN,BASS,37,KAREN BASS,D,43300,0.093867605,461288,1,207039,0.8642,Financials,,,,1,4,461288,1,94,Financials,5999.823849,Values1314b,0.542910069,2012
Air Transport,2012,CA,KAREN,BASS,37,KAREN BASS,D,31050,0.067311528,461288,1,207039,0.8642,Industrials,,,,1,6,461288,1,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Business Services,2012,CA,KAREN,BASS,37,KAREN BASS,D,79498,0.172339189,461288,1,207039,0.8642,Consumer Discretionary,Industrials,,,1,2,461288,1,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Health Services/HMOs,2012,CA,KAREN,BASS,37,KAREN BASS,D,31500,0.068287057,461288,1,207039,0.8642,Health Care,,,,1,5,461288,1,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Pharmaceuticals/Health Products,2012,CA,LINDA,SANCHEZ,38,LINDA SANCHEZ,D,48666,0.065900138,738481,1,145280,0.6754,Health Care,,,,1,4,742081,0.995148778,95,Health Care,5966.566284,Values1314b,0.782492615,2012
"Beer, Wine & Liquor",2012,CA,LINDA,SANCHEZ,38,LINDA SANCHEZ,D,26000,0.035207405,738481,1,145280,0.6754,Consumer Staples,,,,1,5,742081,0.995148778,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Casinos/Gambling,2012,CA,LINDA,SANCHEZ,38,LINDA SANCHEZ,D,109035,0.147647671,738481,1,145280,0.6754,Consumer Discretionary,,,,1,3,742081,0.995148778,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Accountants,2012,CA,ED,ROYCE,39,ED ROYCE,R,774790,0.430408999,1800125,1,145607,0.5779,Financials,,,,1,1,2112137,0.852276628,94,Financials,5999.823849,Values1314b,0.542910069,2012
Business Services,2012,CA,JAY,CHEN,39,JAY CHEN,D,52763,0.169105675,312012,0,106360,0.4221,Consumer Discretionary,Industrials,,,0,3,2112137,0.147723372,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Insurance,2012,CA,JAY,CHEN,39,JAY CHEN,D,53925,0.172829891,312012,0,106360,0.4221,Financials,,,,0,2,2112137,0.147723372,94,Financials,5999.823849,Values1314b,0.542910069,2012
Food & Beverage,2012,CA,JAY,CHEN,39,JAY CHEN,D,8125,0.026040665,312012,0,106360,0.4221,Consumer Staples,,,,0,6,2112137,0.147723372,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Automotive,2012,CA,ED,ROYCE,39,ED ROYCE,R,106169,0.058978682,1800125,1,145607,0.5779,Consumer Discretionary,,,,1,4,2112137,0.852276628,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Misc Business,2012,CA,ED,ROYCE,39,ED ROYCE,R,22150,0.012304701,1800125,1,145607,0.5779,Materials,Consumer Discretionary,Consumer Staples,Industrials,1,5,2112137,0.852276628,98,Materials,2244.49036,Values1314b,0.413267616,2012
Misc Business,2012,CA,JAY,CHEN,39,JAY CHEN,D,12850,0.041184313,312012,0,106360,0.4221,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,5,2112137,0.147723372,98,Materials,2244.49036,Values1314b,0.413267616,2012
Casinos/Gambling,2012,CA,TOM,MCCLINTOCK,4,TOM MCCLINTOCK,R,34250,0.085016917,402861,1,197803,0.6111,Consumer Discretionary,,,,1,6,413172,0.975044291,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Building Materials & Equipment,2012,CA,TOM,MCCLINTOCK,4,TOM MCCLINTOCK,R,14900,0.036985461,402861,1,197803,0.6111,Materials,Industrials,,,1,7,413172,0.975044291,98,Materials,2244.49036,Values1314b,0.413267616,2012
Oil & Gas,2012,CA,TOM,MCCLINTOCK,4,TOM MCCLINTOCK,R,35300,0.087623275,402861,1,197803,0.6111,Energy,,,,1,4,413172,0.975044291,93,Energy,2302.988878,Values1314b,0.151340006,2012
Construction Services,2012,CA,TOM,MCCLINTOCK,4,TOM MCCLINTOCK,R,8100,0.02010619,402861,1,197803,0.6111,Industrials,,,,1,8,413172,0.975044291,96,Industrials,5442.195259,Values1314b,0.555140148,2012
"Beer, Wine & Liquor",2012,CA,TOM,MCCLINTOCK,4,TOM MCCLINTOCK,R,34375,0.085327197,402861,1,197803,0.6111,Consumer Staples,,,,1,5,413172,0.975044291,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Computers/Internet,2012,CA,JACK,UPPAL,4,JACK UPPAL,D,200,0.019396761,10311,0,125885,0.3889,Consumer Discretionary,Information Technology,,,0,3,413172,0.024955709,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Telephone Utilities,2012,CA,TOM,MCCLINTOCK,4,TOM MCCLINTOCK,R,8000,0.019857966,402861,1,197803,0.6111,Telecommunication Services,,,,1,9,413172,0.975044291,99,Telecommunication Services,132.289977,Values1314b,0.175711767,2012
Commercial Banks,2012,CA,TOM,MCCLINTOCK,4,TOM MCCLINTOCK,R,42650,0.105867781,402861,1,197803,0.6111,Financials,,,,1,2,413172,0.975044291,94,Financials,5999.823849,Values1314b,0.542910069,2012
"Beer, Wine & Liquor",2012,CA,LUCILLE,ROYBALALLARD,40,LUCILLE ROYBALALLARD,D,15000,0.03652381,410691,1,73940,0.5889,Consumer Staples,,,,1,6,410691,1,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Chemical & Related Manufacturing,2012,CA,LUCILLE,ROYBALALLARD,40,LUCILLE ROYBALALLARD,D,8000,0.019479365,410691,1,73940,0.5889,Materials,,,,1,8,410691,1,98,Materials,2244.49036,Values1314b,0.413267616,2012
Hospitals/Nursing Homes,2012,CA,LUCILLE,ROYBALALLARD,40,LUCILLE ROYBALALLARD,D,42050,0.102388414,410691,1,73940,0.5889,Health Care,,,,1,3,410691,1,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Electric Utilities,2012,CA,LUCILLE,ROYBALALLARD,40,LUCILLE ROYBALALLARD,D,11000,0.026784127,410691,1,73940,0.5889,Utilities,,,,1,7,410691,1,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Misc Manufacturing & Distributing,2012,CA,LUCILLE,ROYBALALLARD,40,LUCILLE ROYBALALLARD,D,26500,0.064525397,410691,1,73940,0.5889,Consumer Discretionary,Materials,Consumer Staples,Industrials,1,4,410691,1,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Commercial Banks,2012,CA,LUCILLE,ROYBALALLARD,40,LUCILLE ROYBALALLARD,D,16000,0.038958731,410691,1,73940,0.5889,Financials,,,,1,5,410691,1,94,Financials,5999.823849,Values1314b,0.542910069,2012
Building Materials & Equipment,2012,CA,JOHN,TAVAGLIONE,41,JOHN F TAVAGLIONE,R,45750,0.06147921,744154,0,72074,0.4103,Materials,Industrials,,,0,5,1617665,0.460017371,98,Materials,2244.49036,Values1314b,0.413267616,2012
Health Services/HMOs,2012,CA,JOHN,TAVAGLIONE,41,JOHN F TAVAGLIONE,R,12500,0.016797598,744154,0,72074,0.4103,Health Care,,,,0,9,1617665,0.460017371,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Oil & Gas,2012,CA,JOHN,TAVAGLIONE,41,JOHN F TAVAGLIONE,R,36500,0.049048987,744154,0,72074,0.4103,Energy,,,,0,6,1617665,0.460017371,93,Energy,2302.988878,Values1314b,0.151340006,2012
Insurance,2012,CA,JOHN,TAVAGLIONE,41,JOHN F TAVAGLIONE,R,27426,0.036855275,744154,0,72074,0.4103,Financials,,,,0,8,1617665,0.460017371,94,Financials,5999.823849,Values1314b,0.542910069,2012
Construction Services,2012,CA,JOHN,TAVAGLIONE,41,JOHN F TAVAGLIONE,R,71600,0.096216643,744154,0,72074,0.4103,Industrials,,,,0,3,1617665,0.460017371,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Agricultural Services/Products,2012,CA,JOHN,TAVAGLIONE,41,JOHN F TAVAGLIONE,R,51970,0.069837695,744154,0,72074,0.4103,Consumer Staples,,,,0,4,1617665,0.460017371,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Business Services,2012,CA,MARK,TAKANO,41,MARK A TAKANO,D,56300,0.064452537,873511,0,103578,0.5897,Consumer Discretionary,Industrials,,,1,3,1617665,0.539982629,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Automotive,2012,CA,JOHN,TAVAGLIONE,41,JOHN F TAVAGLIONE,R,35083,0.047144811,744154,0,72074,0.4103,Consumer Discretionary,,,,0,7,1617665,0.460017371,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Air Transport,2012,CA,KEN,CALVERT,42,KEN CALVERT,R,194250,0.284441177,682918,1,130245,0.6059,Industrials,,,,1,1,682918,1,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Building Materials & Equipment,2012,CA,KEN,CALVERT,42,KEN CALVERT,R,39800,0.058279325,682918,1,130245,0.6059,Materials,Industrials,,,1,6,682918,1,98,Materials,2244.49036,Values1314b,0.413267616,2012
Insurance,2012,CA,KEN,CALVERT,42,KEN CALVERT,R,25575,0.037449591,682918,1,130245,0.6059,Financials,,,,1,8,682918,1,94,Financials,5999.823849,Values1314b,0.542910069,2012
Electronics Mfg & Services,2012,CA,KEN,CALVERT,42,KEN CALVERT,R,20350,0.0297986,682918,1,130245,0.6059,Information Technology,Consumer Discretionary,,,1,9,682918,1,97,Information Technology,3837.505564,Values1314b,0.589619317,2012
"Beer, Wine & Liquor",2012,CA,KEN,CALVERT,42,KEN CALVERT,R,55782,0.081681842,682918,1,130245,0.6059,Consumer Staples,,,,1,5,682918,1,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Casinos/Gambling,2012,CA,KEN,CALVERT,42,KEN CALVERT,R,79370,0.11622186,682918,1,130245,0.6059,Consumer Discretionary,,,,1,4,682918,1,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Electric Utilities,2012,CA,KEN,CALVERT,42,KEN CALVERT,R,28000,0.04100053,682918,1,130245,0.6059,Utilities,,,,1,7,682918,1,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Construction Services,2012,CA,MAXINE,WATERS,43,MAXINE WATERS,D,21500,0.049188504,437094,1,143123,0.7124,Industrials,,,,1,5,437794,0.998401074,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Accountants,2012,CA,BOB,FLORES,43,BOB FLORES,D,500,0.714285714,700,0,57771,0.2876,Financials,,,,0,1,437794,0.001598926,94,Financials,5999.823849,Values1314b,0.542910069,2012
Accountants,2012,CA,MAXINE,WATERS,43,MAXINE WATERS,D,60000,0.137270244,437094,1,143123,0.7124,Financials,,,,1,4,437794,0.998401074,94,Financials,5999.823849,Values1314b,0.542910069,2012
Business Services,2012,CA,MAXINE,WATERS,43,MAXINE WATERS,D,66520,0.152186944,437094,1,143123,0.7124,Consumer Discretionary,Industrials,,,1,3,437794,0.998401074,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Food & Beverage,2012,CA,MAXINE,WATERS,43,MAXINE WATERS,D,9500,0.021734455,437094,1,143123,0.7124,Consumer Staples,,,,1,6,437794,0.998401074,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Business Services,2012,CA,JANICE,HAHN,44,JANICE HAHN,D,108049,0.085363011,1265759,1,99909,0.6022,Consumer Discretionary,Industrials,,,1,3,1589325,0.796412943,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Business Services,2012,CA,LAURA,RICHARDSON,44,LAURA RICHARDSON,D,35600,0.110023921,323566,1,65989,0.3978,Consumer Discretionary,Industrials,,,0,3,1589325,0.203587057,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Food & Beverage,2012,CA,LAURA,RICHARDSON,44,LAURA RICHARDSON,D,11750,0.036314075,323566,1,65989,0.3978,Consumer Staples,,,,0,5,1589325,0.203587057,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Air Transport,2012,CA,LAURA,RICHARDSON,44,LAURA RICHARDSON,D,46500,0.14371102,323566,1,65989,0.3978,Industrials,,,,0,2,1589325,0.203587057,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Telephone Utilities,2012,CA,LAURA,RICHARDSON,44,LAURA RICHARDSON,D,9500,0.029360316,323566,1,65989,0.3978,Telecommunication Services,,,,0,6,1589325,0.203587057,99,Telecommunication Services,132.289977,Values1314b,0.175711767,2012
Air Transport,2012,CA,JANICE,HAHN,44,JANICE HAHN,D,61516,0.048600089,1265759,1,99909,0.6022,Industrials,,,,1,4,1589325,0.796412943,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Automotive,2012,CA,JOHN,CAMPBELL,45,JOHN CAMPBELL,R,146750,0.170630408,860046,1,171417,0.5846,Consumer Discretionary,,,,1,3,1129534,0.761416655,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Oil & Gas,2012,CA,JOHN,CAMPBELL,45,JOHN CAMPBELL,R,13000,0.015115471,860046,1,171417,0.5846,Energy,,,,1,7,1129534,0.761416655,93,Energy,2302.988878,Values1314b,0.151340006,2012
Pharmaceuticals/Health Products,2012,CA,JOHN,CAMPBELL,45,JOHN CAMPBELL,R,39500,0.045927776,860046,1,171417,0.5846,Health Care,,,,1,5,1129534,0.761416655,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Food & Beverage,2012,CA,SUKHEE,KANG,45,SUKHEE KANG,D,10250,0.038035089,269488,0,121814,0.4154,Consumer Staples,,,,0,6,1129534,0.238583345,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Chemical & Related Manufacturing,2012,CA,SUKHEE,KANG,45,SUKHEE KANG,D,28700,0.106498249,269488,0,121814,0.4154,Materials,,,,0,4,1129534,0.238583345,98,Materials,2244.49036,Values1314b,0.413267616,2012
Business Services,2012,CA,SUKHEE,KANG,45,SUKHEE KANG,D,68600,0.254556789,269488,0,121814,0.4154,Consumer Discretionary,Industrials,,,0,2,1129534,0.238583345,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Accountants,2012,CA,SUKHEE,KANG,45,SUKHEE KANG,D,26350,0.097778009,269488,0,121814,0.4154,Financials,,,,0,5,1129534,0.238583345,94,Financials,5999.823849,Values1314b,0.542910069,2012
Hospitals/Nursing Homes,2012,CA,SUKHEE,KANG,45,SUKHEE KANG,D,4000,0.014842961,269488,0,121814,0.4154,Health Care,,,,0,7,1129534,0.238583345,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Accountants,2012,CA,JOHN,CAMPBELL,45,JOHN CAMPBELL,R,338830,0.393967299,860046,1,171417,0.5846,Financials,,,,1,1,1129534,0.761416655,94,Financials,5999.823849,Values1314b,0.542910069,2012
Home Builders,2012,CA,JOHN,CAMPBELL,45,JOHN CAMPBELL,R,20000,0.02325457,860046,1,171417,0.5846,Industrials,,,,1,6,1129534,0.761416655,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Air Transport,2012,CA,LORETTA,SANCHEZ,46,LORETTA SANCHEZ,D,118249,0.123105641,960549,1,95694,0.6387,Industrials,,,,1,3,1036609,0.926626144,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Securities & Investment,2012,CA,LORETTA,SANCHEZ,46,LORETTA SANCHEZ,D,31300,0.032585532,960549,1,95694,0.6387,Financials,,,,1,6,1036609,0.926626144,94,Financials,5999.823849,Values1314b,0.542910069,2012
Automotive,2012,CA,JERRY,HAYDEN,46,JERRY HAYDEN,R,4250,0.055876939,76060,0,54121,0.3613,Consumer Discretionary,,,,0,5,1036609,0.073373856,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Business Services,2012,CA,LORETTA,SANCHEZ,46,LORETTA SANCHEZ,D,115050,0.119775254,960549,1,95694,0.6387,Consumer Discretionary,Industrials,,,1,4,1036609,0.926626144,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Hospitals/Nursing Homes,2012,CA,JERRY,HAYDEN,46,JERRY HAYDEN,R,200,0.002629503,76060,0,54121,0.3613,Health Care,,,,0,9,1036609,0.073373856,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Construction Services,2012,CA,JERRY,HAYDEN,46,JERRY HAYDEN,R,250,0.003286879,76060,0,54121,0.3613,Industrials,,,,0,8,1036609,0.073373856,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Misc Business,2012,CA,JERRY,HAYDEN,46,JERRY HAYDEN,R,2050,0.026952406,76060,0,54121,0.3613,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,7,1036609,0.073373856,98,Materials,2244.49036,Values1314b,0.413267616,2012
Telecom Services & Equipment,2012,CA,JERRY,HAYDEN,46,JERRY HAYDEN,R,200,0.002629503,76060,0,54121,0.3613,Telecommunication Services,,,,0,10,1036609,0.073373856,99,Telecommunication Services,132.289977,Values1314b,0.175711767,2012
Misc Energy,2012,CA,JERRY,HAYDEN,46,JERRY HAYDEN,R,8300,0.109124375,76060,0,54121,0.3613,Energy,,,,0,3,1036609,0.073373856,93,Energy,2302.988878,Values1314b,0.151340006,2012
Crop Production & Basic Processing,2012,CA,JERRY,HAYDEN,46,JERRY HAYDEN,R,2500,0.032868788,76060,0,54121,0.3613,Consumer Staples,,,,0,6,1036609,0.073373856,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Pharmaceuticals/Health Products,2012,CA,LORETTA,SANCHEZ,46,LORETTA SANCHEZ,D,48500,0.050491958,960549,1,95694,0.6387,Health Care,,,,1,5,1036609,0.926626144,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Accountants,2012,CA,JERRY,HAYDEN,46,JERRY HAYDEN,R,6850,0.090060479,76060,0,54121,0.3613,Financials,,,,0,4,1036609,0.073373856,94,Financials,5999.823849,Values1314b,0.542910069,2012
Oil & Gas,2012,CA,ALAN,LOWENTHAL,47,ALAN LOWENTHAL,D,19900,0.029078603,684352,0,130093,0.5656,Energy,,,,1,3,1421619,0.481389177,93,Energy,2302.988878,Values1314b,0.151340006,2012
