KEY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,WINNER,rank 1,rank 2,rank 3,rank 4,rank 5,AMOUNT of 1,AMOUNT of 2,AMOUNT of 3,AMOUNT of 4,AMOUNT of 5
LA|5|ZACH|DASHER|2014,2014,LA,ZACH,DASHER,5,ZACH DASHER,R,0.17357381,414233,0,53627,0.224,L,Not for profit,Consumer Discretionary,Financials,Not publicly traded,Industrials,183575,71900,41908,34950,33800
LA|6|CHARLES|THOMAS|2014,2014,LA,CHARLES,THOMAS,6,CHARLES  THOMAS,R,0.035288621,100599,0,1447,0.006,L,Not for profit,Energy,Not publicly traded,Consumer Staples,Consumer Discretionary,73429,5950,5670,5050,3550
LA|6|CRAIG|MCCULLOCH|2014,2014,LA,CRAIG,MCCULLOCH,6,CRAIG MCCULLOCH,R,0.005369416,46560,0,5814,0.022,L,Not for profit,Not publicly traded,Utilities,Financials,Materials,28430,12486,3269,1625,500
LA|6|DAN|CLAITOR|2014,2014,LA,DAN,CLAITOR,6,DAN CLAITOR,R,0.139609424,242104,0,26520,0.103,L,Not publicly traded,Not for profit,Consumer Discretionary,Industrials,Financials,122682,35400,33800,14450,13600
LA|6|EDWIN|EDWARDS|2014,2014,LA,EDWIN,EDWARDS,6,EDWIN EDWARDS,D,0.017784867,267081,0,77852,0.301,W,Not publicly traded,Not for profit,Energy,Consumer Staples,Industrials,98305,64576,24200,22250,17400
LA|6|GARRET|GRAVES|2014,2014,LA,GARRET,GRAVES,6,GARRET GRAVES,R,0.050152199,1129442,0,70706,0.274,L,Not publicly traded,Not for profit,Industrials,Energy,Financials,312426,225163,206415,108585,83600
LA|6|LENAR|WHITNEY|2014,2014,LA,LENAR,WHITNEY,6,LENAR WHITNEY,R,0.154133002,120675,0,19146,0.074,L,Not for profit,Consumer Discretionary,Energy,Financials,Not publicly traded,40175,18600,16900,14950,14500
LA|6|PAUL|DIETZEL|2014,2014,LA,PAUL,DIETZEL,6,PAUL DIETZEL,R,0.068929864,278544,0,35013,0.135,L,Not for profit,Financials,Energy,Not publicly traded,Consumer Staples,73479,49958,45700,42794,20213
LA|6|PHILIP|BELL|2014,2014,LA,PHILIP,BELL,6,PHILIP H BELL,R,0.067226891,3570,0,5182,0.02,L,Not publicly traded,Not for profit,Energy,NULL,NULL,2850,480,240,0,0
LA|6|RUFUS|CRAIG|2014,2014,LA,RUFUS,CRAIG,6,RUFUS CRAIG,I,0.054794521,3650,0,3560,0.014,L,Not publicly traded,Not for profit,Materials,Consumer Discretionary,NULL,1500,1000,950,200,0
LA|S|BILL|CASSIDY|2014,2014,LA,BILL,CASSIDY,S,BILL CASSIDY,R,0.058650535,6571125,0,602439,0.41,L,Not for profit,Financials,Not publicly traded,Energy,Health Care,2828757,1102143,776185,646703,411727
LA|S|BRANNON|MCMORRIS|2014,2014,LA,BRANNON,MCMORRIS,S,BRANNON MCMORRIS,I,1,200,0,13024,0.009,L,Utilities,NULL,NULL,NULL,NULL,200,0,0,0,0
LA|S|MARY|LANDRIEU|2014,2014,LA,MARY,LANDRIEU,S,MARY L LANDRIEU,D,0.050044678,9275252,1,618840,0.421,W,Not publicly traded,Not for profit,Energy,Financials,Utilities,2886584,2619843,991083,939684,537499
LA|S|ROB|MANESS|2014,2014,LA,ROB,MANESS,S,ROB MANESS,R,0.013897824,766307,0,202413,0.138,L,Not for profit,Financials,Not publicly traded,Energy,Materials,551052,66350,59875,34600,26423
MA|1|RICHARD|NEAL|2014,2014,MA,RICHARD,NEAL,1,RICHARD E NEAL,D,0.050656584,1332502,1,NA,NA,L,Financials,Not publicly traded,Health Care,Industrials,Not for profit,613225,171103,158899,116475,91300
MA|2|JAMES|MCGOVERN|2014,2014,MA,JAMES,MCGOVERN,2,JAMES P MCGOVERN,D,0.051523847,448142,1,NA,NA,L,Not for profit,Not publicly traded,Industrials,Consumer Staples,Financials,162304,102000,60500,34823,25500
MA|3|ANN|WOFFORD|2014,2014,MA,ANN,WOFFORD,3,ANN WOFFORD,R,0.071942446,6950,0,81167,0.37,L,Not for profit,Not publicly traded,Industrials,Other,NULL,3600,2600,500,250,0
MA|3|NIKI|TSONGAS|2014,2014,MA,NIKI,TSONGAS,3,NIKI TSONGAS,D,0.106850187,628450,1,138120,0.63,W,Not for profit,Not publicly traded,Consumer Discretionary,Industrials,Health Care,230850,213700,67150,56250,42500
MA|4|JOE|KENNEDY|2014,2014,MA,JOE,KENNEDY,4,JOE KENNEDY III,D,0.059446318,1772860,1,NA,NA,L,Not publicly traded,Financials,Not for profit,Health Care,Consumer Discretionary,586802,560775,306400,152990,105390
MA|5|KATHERINE|CLARK|2014,2014,MA,KATHERINE,CLARK,5,KATHERINE CLARK,D,0.084709437,1246272,1,NA,NA,L,Not for profit,Not publicly traded,Financials,Health Care,Consumer Discretionary,520914,326209,156578,112800,105571
MA|6|CHRIS|STOCKWELL|2014,2014,MA,CHRIS,STOCKWELL,6,CHRIS STOCKWELL,I,0.112903226,15500,0,12175,0.045,L,Financials,Not for profit,Not publicly traded,Consumer Discretionary,Materials,5950,4200,3100,1750,250
MA|6|RICHARD|TISEI|2014,2014,MA,RICHARD,TISEI,6,RICHARD TISEI,R,0.098703548,1149908,0,111848,0.409,L,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Health Care,442334,288924,246850,113500,22000
MA|6|SETH|MOULTON|2014,2014,MA,SETH,MOULTON,6,SETH MOULTON,D,0.015952654,2272788,0,149449,0.546,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Materials,1666214,364633,164234,36257,23000
MA|7|MICHAEL|CAPUANO|2014,2014,MA,MICHAEL,CAPUANO,7,MICHAEL E CAPUANO,D,0.019323671,672750,1,NA,NA,L,Financials,Not publicly traded,Not for profit,Industrials,Health Care,219250,168650,141400,61750,37950
MA|8|STEPHEN|LYNCH|2014,2014,MA,STEPHEN,LYNCH,8,STEPHEN F LYNCH,D,0.017397591,1327770,1,NA,NA,L,Not publicly traded,Not for profit,Financials,Health Care,Consumer Staples,627189,359655,173925,61551,41750
MA|9|BILL|KEATING|2014,2014,MA,BILL,KEATING,9,BILL KEATING,D,0.054842605,737857,1,140100,0.55,W,Not for profit,Not publicly traded,Health Care,Consumer Discretionary,Consumer Staples,414556,175885,42650,40466,30000
MA|9|JOHN|CHAPMAN|2014,2014,MA,JOHN,CHAPMAN,9,JOHN CHAPMAN,R,0.048066469,349516,0,114670,0.45,L,Financials,Not for profit,Not publicly traded,Health Care,Consumer Discretionary,116788,114442,66371,23150,16800
MA|S|BRIAN|HERR|2014,2014,MA,BRIAN,HERR,S,BRIAN HERR,R,0.095203043,48906,0,789378,0.38,L,Financials,Not publicly traded,Not for profit,Consumer Discretionary,Industrials,14650,12400,9450,4656,2000
MA|S|ED|MARKEY|2014,2014,MA,ED,MARKEY,S,ED MARKEY,D,0.112585022,9575430,1,1285736,0.62,W,Not publicly traded,Not for profit,Financials,Consumer Discretionary,Health Care,3316281,2632245,1352035,1078050,502100
MD|1|ANDY|HARRIS|2014,2014,MD,ANDY,HARRIS,1,ANDY HARRIS,R,0.016298581,782154,1,170504,0.707,W,Not for profit,Not publicly traded,Consumer Staples,Industrials,Financials,462783,84346,57608,43019,38750
MD|1|BILL|TILGHMAN|2014,2014,MD,BILL,TILGHMAN,1,BILL TILGHMAN,D,0.054102247,236663,0,70532,0.293,L,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Industrials,142753,44256,18700,12804,9250
MD|2|DAVE|BANACH|2014,2014,MD,DAVE,BANACH,2,DAVE BANACH,R,1,200,0,67995,0.36,L,Consumer Staples,NULL,NULL,NULL,NULL,200,0,0,0,0
MD|2|DUTCH|RUPPERSBERGER|2014,2014,MD,DUTCH,RUPPERSBERGER,2,DUTCH RUPPERSBERGER,D,0.040357812,721050,1,115586,0.613,W,Industrials,Not for profit,Not publicly traded,Financials,Telecommunication Services,237125,156750,123175,55400,51750
MD|3|JOHN|SARBANES|2014,2014,MD,JOHN,SARBANES,3,JOHN SARBANES,D,0.075966276,588419,1,122066,0.594,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Consumer Staples,219855,180514,79400,44700,23700
MD|4|DONNA|EDWARDS|2014,2014,MD,DONNA,EDWARDS,4,DONNA EDWARDS,D,0.05326323,437450,1,126633,0.7,W,Not for profit,Industrials,Not publicly traded,Consumer Discretionary,Financials,242900,106900,43950,23300,11950
MD|4|NANCY|HOYT|2014,2014,MD,NANCY,HOYT,4,NANCY HOYT,R,0.643564356,2020,0,51721,0.286,L,Materials,Not for profit,NULL,NULL,NULL,1300,720,0,0,0
MD|5|CHRIS|CHAFFEE|2014,2014,MD,CHRIS,CHAFFEE,5,CHRIS CHAFFEE,R,0.5,1000,0,77451,0.359,L,Industrials,Not publicly traded,NULL,NULL,NULL,500,500,0,0,0
MD|5|STENY|HOYER|2014,2014,MD,STENY,HOYER,5,STENY H HOYER,D,0.231989518,2377435,1,138284,0.641,W,Not for profit,Financials,Not publicly traded,Health Care,Utilities,673840,551540,431905,295150,225500
MD|6|DAN|BONGINO|2014,2014,MD,DAN,BONGINO,6,DAN BONGINO,R,0.051816057,340628,0,89300,0.484,L,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Materials,247657,34591,17650,14150,9130
MD|6|JOHN|DELANEY|2014,2014,MD,JOHN,DELANEY,6,JOHN K DELANEY,D,0.034479724,1170253,1,91569,0.496,W,Financials,Not publicly traded,Not for profit,Utilities,Consumer Discretionary,558149,282404,178650,46500,40350
MD|7|CORROGAN|VAUGHN|2014,2014,MD,CORROGAN,VAUGHN,7,CORROGAN R VAUGHN,R,1,2250,0,53718,0.274,L,Not for profit,NULL,NULL,NULL,NULL,2250,0,0,0,0
MD|7|ELIJAH|CUMMINGS|2014,2014,MD,ELIJAH,CUMMINGS,7,ELIJAH E CUMMINGS,D,0.056264945,639830,1,136913,0.697,W,Not for profit,Industrials,Not publicly traded,Health Care,Energy,325600,123200,59580,40700,39050
MD|8|CHRIS|HOLLEN|2014,2014,MD,CHRIS,HOLLEN,8,CHRIS VAN HOLLEN,D,0.08101178,807290,1,127260,0.603,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Industrials,327675,162568,154400,65400,43500
MD|8|DAVE|WALLACE|2014,2014,MD,DAVE,WALLACE,8,DAVE WALLACE,R,1,1000,0,83711,0.397,L,Energy,NULL,NULL,NULL,NULL,1000,0,0,0,0
ME|1|CHELLIE|PINGREE|2014,2014,ME,CHELLIE,PINGREE,1,CHELLIE PINGREE,D,0.137173347,238020,1,186309,0.603,W,Not for profit,Consumer Discretionary,Financials,Not publicly traded,Industrials,135500,32650,25300,20648,7200
ME|1|ISAAC|MISIUK|2014,2014,ME,ISAAC,MISIUK,1,ISAAC MISIUK,R,0.026737968,9350,0,94847,0.307,L,Not for profit,Consumer Staples,Financials,Not publicly traded,Materials,7450,650,250,250,250
ME|1|RICHARD|MURPHY|2014,2014,ME,RICHARD,MURPHY,1,RICHARD MURPHY,I,0.787052811,2348,0,27669,0.09,L,Not for profit,Not publicly traded,NULL,NULL,NULL,1848,500,0,0,0
ME|2|BRUCE|POLIQUIN|2014,2014,ME,BRUCE,POLIQUIN,2,BRUCE POLIQUIN,R,0.055899507,835875,0,133112,0.471,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Consumer Staples,432650,200350,91100,46725,27150
ME|2|EMILY|CAIN|2014,2014,ME,EMILY,CAIN,2,EMILY CAIN,D,0.049386673,954711,0,118070,0.418,L,Not for profit,Not publicly traded,Consumer Discretionary,NULL,NULL,809811,97750,47150,0,0
ME|2|RALPH|RICHARDSON|2014,2014,ME,RALPH,RICHARDSON,2,RALPH BLAINE RICHARDSON,I,0.945980985,4628,0,31151,0.11,L,Industrials,Materials,NULL,NULL,NULL,4378,250,0,0,0
ME|S|SHENNA|BELLOWS|2014,2014,ME,SHENNA,BELLOWS,S,SHENNA BELLOWS,D,0.100457368,1105892,0,189653,0.315,L,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Other,712909,147648,111095,59600,22400
ME|S|SUSAN|COLLINS|2014,2014,ME,SUSAN,COLLINS,S,SUSAN COLLINS,R,0.109649392,3660759,1,412211,0.685,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Health Care,1148060,857166,771044,401400,218473
MI|1|DAN|BENISHEK|2014,2014,MI,DAN,BENISHEK,1,DAN BENISHEK,R,0.151239735,1252647,1,130410,0.521,W,Not for profit,Consumer Discretionary,Financials,Energy,Consumer Staples,541538,189450,122357,101200,100500
MI|1|JERRY|CANNON|2014,2014,MI,JERRY,CANNON,1,JERRY CANNON,D,0.046450985,562959,0,113259,0.453,L,Not for profit,Not publicly traded,Consumer Discretionary,Other,Financials,481009,35900,26150,8200,6100
MI|2|BILL|HUIZENGA|2014,2014,MI,BILL,HUIZENGA,2,BILL HUIZENGA,R,0.17675286,917971,1,135949,0.636,W,Financials,Consumer Discretionary,Not for profit,Not publicly traded,Utilities,456311,162254,121780,111426,21000
MI|2|DEAN|VANDERSTELT|2014,2014,MI,DEAN,VANDERSTELT,2,DEAN VANDERSTELT,D,0.03765911,13277,0,71022,0.332,L,Not for profit,Health Care,Consumer Discretionary,Not publicly traded,Materials,10850,1200,500,477,250
MI|3|BOB|GOODRICH|2014,2014,MI,BOB,GOODRICH,3,BOB GOODRICH,D,0.528913963,56720,0,84713,0.39,L,Consumer Discretionary,Not for profit,Energy,Financials,Not publicly traded,30000,18600,3000,2600,2520
MI|3|JUSTIN|AMASH|2014,2014,MI,JUSTIN,AMASH,3,JUSTIN AMASH,R,0.205891958,924752,1,125747,0.579,W,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Consumer Staples,469793,190399,97260,77100,34400
MI|4|JEFF|HOLMES|2014,2014,MI,JEFF,HOLMES,4,JEFF HOLMES,D,0.010741139,46550,0,86133,0.391,L,Not for profit,Health Care,Industrials,Not publicly traded,Materials,35800,5750,2000,1500,500
MI|4|JOHN|MOOLENAAR|2014,2014,MI,JOHN,MOOLENAAR,4,JOHN MOOLENAAR,R,0.087576466,665978,0,124300,0.565,W,Not for profit,Not publicly traded,Materials,Consumer Discretionary,Financials,245354,97500,94650,58324,44450
MI|5|DAN|KILDEE|2014,2014,MI,DAN,KILDEE,5,DAN KILDEE,D,0.099830995,636075,1,140939,0.668,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Consumer Staples,220051,181750,93524,63500,37500
MI|6|FRED|UPTON|2014,2014,MI,FRED,UPTON,6,FRED UPTON,R,0.122559082,2690637,1,116601,0.558,W,Not for profit,Health Care,Not publicly traded,Consumer Discretionary,Energy,737091,403550,346786,329762,299450
MI|6|PAUL|CLEMENTS|2014,2014,MI,PAUL,CLEMENTS,6,PAUL COLIN CLEMENTS,D,0.013886712,363657,0,84391,0.404,L,Not for profit,Not publicly traded,Health Care,Consumer Staples,Other,299507,24200,11000,8200,6450
MI|7|DAVID|SWARTOUT|2014,2014,MI,DAVID,SWARTOUT,7,DAVID SWARTOUT,I,0.5,1000,0,4325,0.019,L,Consumer Discretionary,Utilities,Not for profit,NULL,NULL,500,250,250,0,0
MI|7|PAM|BYRNES|2014,2014,MI,PAM,BYRNES,7,PAM BYRNES,D,0.014438273,772253,0,91403,0.412,L,Not for profit,Not publicly traded,Consumer Discretionary,Health Care,NULL,670804,83699,11150,6600,0
MI|7|TIM|WALBERG|2014,2014,MI,TIM,WALBERG,7,TIM WALBERG,R,0.175825428,1027013,1,118715,0.535,W,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Consumer Staples,397648,180575,92050,79490,64300
MI|8|ERIC|SCHERTZING|2014,2014,MI,ERIC,SCHERTZING,8,ERIC SCHERTZING,D,0.060807249,271267,0,101191,0.419,L,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Industrials,186580,45642,16495,10150,5300
MI|8|MIKE|BISHOP|2014,2014,MI,MIKE,BISHOP,8,MIKE BISHOP,R,0.151704963,705646,0,132445,0.548,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Utilities,236600,127547,110350,107050,32999
MI|9|GEORGE|BRIKHO|2014,2014,MI,GEORGE,BRIKHO,9,GEORGE BRIKHO,R,0.154882155,14850,0,81467,0.361,L,Materials,Not for profit,Consumer Discretionary,Not publicly traded,Telecommunication Services,5100,3300,2300,1700,1650
MI|9|SANDER|LEVIN|2014,2014,MI,SANDER,LEVIN,9,SANDER LEVIN,D,0.084808045,963352,1,136334,0.604,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Utilities,430750,178000,139132,81700,51000
MI|10|CANDICE|MILLER|2014,2014,MI,CANDICE,MILLER,10,CANDICE S MILLER,R,0.151430474,482043,1,156678,0.687,W,Industrials,Not publicly traded,Consumer Discretionary,Not for profit,Financials,114700,80194,72996,71453,46650
MI|11|BOBBY|MCKENZIE|2014,2014,MI,BOBBY,MCKENZIE,11,BOBBY MCKENZIE,D,0.050657191,462955,0,100665,0.408,L,Not for profit,Not publicly traded,Health Care,Consumer Discretionary,Financials,327103,42850,37950,23452,13500
MI|11|DAVE|TROTT|2014,2014,MI,DAVE,TROTT,11,DAVE TROTT,R,0.128472848,820796,0,138229,0.561,W,Not publicly traded,Not for profit,Financials,Consumer Discretionary,Materials,354447,145900,111900,105450,59050
MI|12|DEBBIE|DINGELL|2014,2014,MI,DEBBIE,DINGELL,12,DEBBIE DINGELL,D,0.162718215,914409,0,133323,0.65,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Utilities,389798,192042,148791,60080,48998
MI|12|TERRY|BOWMAN|2014,2014,MI,TERRY,BOWMAN,12,TERRY BOWMAN,R,0.056140351,14250,0,64112,0.313,L,Not publicly traded,Not for profit,Consumer Discretionary,Financials,Industrials,6650,6300,800,250,250
MI|13|JOHN|CONYERS|2014,2014,MI,JOHN,CONYERS,13,JOHN CONYERS JR,D,0.241430114,594582,1,130905,0.797,W,Not for profit,Consumer Discretionary,Telecommunication Services,Not publicly traded,Health Care,220750,143550,88000,87742,18300
MI|14|BRENDA|LAWRENCE|2014,2014,MI,BRENDA,LAWRENCE,14,BRENDA LAWRENCE,D,0.088437303,416114,0,165116,0.777,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Utilities,212764,86350,43600,36800,12500
MI|S|GARY|PETERS|2014,2014,MI,GARY,PETERS,S,GARY PETERS,D,0.045888346,4803420,0,1693781,0.546,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Health Care,2261299,1237524,961112,220421,123064
MI|S|TERRI|LAND|2014,2014,MI,TERRI,LAND,S,TERRI LYNN LAND,R,0.188159776,2311865,0,1283850,0.414,L,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Materials,810274,435000,419400,286275,132250
MN|1|JIM|HAGEDORN|2014,2014,MN,JIM,HAGEDORN,1,JIM HAGEDORN,R,0.068297655,98100,0,103346,0.457,L,Consumer Staples,Not for profit,Financials,Consumer Discretionary,Not publicly traded,41550,29750,7050,6700,6500
MN|1|TIMOTHY|WALZ|2014,2014,MN,TIMOTHY,WALZ,1,TIMOTHY J WALZ,D,0.01999875,880055,1,122637,0.543,W,Not for profit,Not publicly traded,Consumer Staples,Financials,Health Care,470125,150280,125750,53800,40250
MN|2|JOHN|KLINE|2014,2014,MN,JOHN,KLINE,2,JOHN KLINE,R,0.174932877,1563171,1,137780,0.561,W,Not for profit,Financials,Consumer Discretionary,Not publicly traded,Consumer Staples,476502,303673,273450,272048,111000
MN|2|MIKE|OBERMUELLER|2014,2014,MN,MIKE,OBERMUELLER,2,MIKE OBERMUELLER,D,0.062522259,379065,0,95565,0.389,L,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Health Care,254915,58000,23700,22950,19500
MN|2|PAULA|OVERBY|2014,2014,MN,PAULA,OVERBY,2,PAULA OVERBY,I,0.099639856,2499,0,12319,0.05,L,Not for profit,Other,Consumer Discretionary,NULL,NULL,2000,250,249,0,0
MN|3|ERIK|PAULSEN|2014,2014,MN,ERIK,PAULSEN,3,ERIK PAULSEN,R,0.135595309,2045410,1,167517,0.622,W,Financials,Not for profit,Health Care,Consumer Discretionary,Not publicly traded,639075,463104,286879,277348,235904
MN|3|SHARON|SUND|2014,2014,MN,SHARON,SUND,3,SHARON SUND,D,0.114218646,64753,0,101847,0.378,L,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Consumer Staples,45757,7396,4600,2500,2000
MN|4|BETTY|MCCOLLUM|2014,2014,MN,BETTY,MCCOLLUM,4,BETTY MCCOLLUM,D,0.205583153,601703,1,147842,0.612,W,Not for profit,Consumer Discretionary,Not publicly traded,Industrials,Consumer Staples,296841,123700,99912,41000,30500
MN|4|SHARNA|WALHGREN|2014,2014,MN,SHARNA,WALHGREN,4,SHARNA WALHGREN,R,0.166666667,18000,0,79482,0.329,L,Not for profit,Consumer Discretionary,Not publicly traded,Industrials,Financials,12200,3000,2000,550,250
MN|5|DOUG|DAGGETT|2014,2014,MN,DOUG,DAGGETT,5,DOUG DAGGETT,R,0.026109661,19150,0,56577,0.24,L,Not for profit,Not publicly traded,Information Technology,Consumer Staples,Telecommunication Services,16100,1050,500,500,500
MN|5|KEITH|ELLISON|2014,2014,MN,KEITH,ELLISON,5,KEITH ELLISON,D,0.046568705,693062,1,167079,0.709,W,Not for profit,Not publicly traded,Financials,Health Care,Consumer Staples,402407,121780,102100,34500,32275
MN|6|JOE|PERSKE|2014,2014,MN,JOE,PERSKE,6,JOE PERSKE,D,0.174990328,111149,0,90926,0.384,L,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Materials,57550,19450,15300,14499,3100
MN|6|TOM|EMMER|2014,2014,MN,TOM,EMMER,6,TOM EMMER,R,0.107797382,870151,0,133332,0.563,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Consumer Staples,433839,99500,96789,93800,67133
MN|7|COLLIN|PETERSON|2014,2014,MN,COLLIN,PETERSON,7,COLLIN PETERSON,D,0.01569615,1146778,1,130536,0.543,W,Consumer Staples,Not for profit,Financials,Not publicly traded,Materials,537018,293800,131899,50811,42500
MN|7|TORREY|WESTROM|2014,2014,MN,TORREY,WESTROM,7,TORREY WESTROM,R,0.227608049,622333,0,109952,0.457,L,Not for profit,Consumer Staples,Financials,Not publicly traded,Materials,368579,141648,44491,34265,25350
MN|8|RICK|NOLAN|2014,2014,MN,RICK,NOLAN,8,RICK NOLAN,D,0.041507569,1131119,1,128920,0.485,W,Not for profit,Not publicly traded,Financials,Industrials,Consumer Discretionary,798637,159912,49750,47620,46950
MN|8|STEWART|MILLS|2014,2014,MN,STEWART,MILLS,8,STEWART MILLS,R,0.172192957,790102,0,125226,0.471,L,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Energy,359869,136050,98673,47200,39600
MN|S|AL|FRANKEN|2014,2014,MN,AL,FRANKEN,S,AL FRANKEN,D,0.167095363,7086211,1,1052794,0.532,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Materials,2867101,2007209,1184073,642580,133874
MN|S|MIKE|MCFADDEN|2014,2014,MN,MIKE,MCFADDEN,S,MIKE MCFADDEN,R,0.120233184,3870587,0,849932,0.429,L,Financials,Not for profit,Not publicly traded,Consumer Discretionary,Materials,1310928,1105141,479789,465373,241900
MO|1|WILLIAM|CLAY|2014,2014,MO,WILLIAM,CLAY,1,WILLIAM L CLAY JR,D,0.040515156,407255,1,118005,0.729,W,Not for profit,Financials,Not publicly traded,Industrials,Consumer Discretionary,167250,84000,57330,26925,16500
MO|2|ANN|WAGNER|2014,2014,MO,ANN,WAGNER,2,ANN L WAGNER,R,0.158104328,1599855,1,147025,0.641,W,Financials,Consumer Discretionary,Not for profit,Not publicly traded,Energy,724299,252944,213859,153607,57500
MO|3|BLAINE|LUETKEMEYER|2014,2014,MO,BLAINE,LUETKEMEYER,3,BLAINE LUETKEMEYER,R,0.092872181,927619,1,130859,0.684,W,Financials,Not for profit,Consumer Staples,Not publicly traded,Consumer Discretionary,482061,111340,104748,92120,86150
MO|4|NATE|IRVIN|2014,2014,MO,NATE,IRVIN,4,NATE IRVIN,D,0.515625,6400,0,46438,0.264,L,Not for profit,Not publicly traded,NULL,NULL,NULL,3300,3100,0,0,0
MO|4|VICKY|HARTZLER|2014,2014,MO,VICKY,HARTZLER,4,VICKY HARTZLER,R,0.147574998,578350,1,119995,0.681,W,Consumer Staples,Not for profit,Not publicly traded,Consumer Discretionary,Industrials,139450,134500,108650,85350,57800
MO|5|EMANUEL|CLEAVER|2014,2014,MO,EMANUEL,CLEAVER,5,EMANUEL CLEAVER,D,0.024968363,644816,1,79094,0.516,W,Not for profit,Financials,Not publicly traded,Industrials,Consumer Discretionary,277316,171700,132000,16200,16100
MO|5|JACOB|TURK|2014,2014,MO,JACOB,TURK,5,JACOB TURK,R,0.183087958,52980,0,69012,0.45,L,Not for profit,Consumer Discretionary,Not publicly traded,Materials,Financials,30380,9700,5900,3250,1750
MO|6|BILL|HEDGE|2014,2014,MO,BILL,HEDGE,6,BILL HEDGE,D,0.086006709,11627,0,55132,0.295,L,Not for profit,Consumer Staples,Consumer Discretionary,Materials,Not publicly traded,8127,1500,1000,700,300
MO|6|SAM|GRAVES|2014,2014,MO,SAM,GRAVES,6,SAM GRAVES,R,0.041029518,804299,1,124547,0.666,W,Industrials,Not for profit,Consumer Staples,Not publicly traded,Materials,258950,115750,103250,72499,68700
MO|7|BILLY|LONG|2014,2014,MO,BILLY,LONG,7,BILLY LONG,R,0.188682851,774453,1,104027,0.635,W,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Health Care,167700,146126,94390,74700,71937
MO|7|JAMES|EVANS|2014,2014,MO,JAMES,EVANS,7,JAMES S EVANS,D,0.245945738,13011,0,47267,0.288,L,Not for profit,Consumer Discretionary,NULL,NULL,NULL,9811,3200,0,0,0
MO|8|BARBARA|STOCKER|2014,2014,MO,BARBARA,STOCKER,8,BARBARA HAMILL STOCKER,D,0.0330033,15150,0,38702,0.243,L,Not for profit,Not publicly traded,Consumer Staples,Health Care,NULL,12650,1500,500,500,0
MO|8|JASON|SMITH|2014,2014,MO,JASON,SMITH,8,JASON SMITH,R,0.109302321,937766,1,106105,0.667,W,Not for profit,Not publicly traded,Consumer Staples,Consumer Discretionary,Financials,298601,160850,128950,102500,89850
MO|8|TERRY|HAMPTON|2014,2014,MO,TERRY,HAMPTON,8,TERRY HAMPTON,I,0.124378109,2010,0,6819,0.043,L,Materials,Not publicly traded,Not for profit,Consumer Staples,NULL,1000,500,260,250,0
MS|1|ALAN|NUNNELEE|2014,2014,MS,ALAN,NUNNELEE,1,ALAN NUNNELEE,R,0.045647212,613400,1,101451,0.68,W,Not for profit,Not publicly traded,Consumer Staples,Financials,Energy,128500,100700,71300,71250,67100
MS|1|DANNY|BEDWELL|2014,2014,MS,DANNY,BEDWELL,1,DANNY BEDWELL,I,0.169491525,2950,0,3781,0.025,L,Financials,Consumer Discretionary,Other,Not for profit,NULL,2000,500,250,200,0
MS|1|RON|DICKEY|2014,2014,MS,RON,DICKEY,1,RON DICKEY,D,0.15576324,3210,0,43039,0.288,L,Not for profit,Financials,NULL,NULL,NULL,2710,500,0,0,0
MS|2|BENNIE|THOMPSON|2014,2014,MS,BENNIE,THOMPSON,2,BENNIE G THOMPSON,D,0.034525833,705269,1,96631,0.675,W,Not for profit,Industrials,Not publicly traded,Consumer Staples,Utilities,245900,178450,65819,50000,47500
MS|3|GREGG|HARPER|2014,2014,MS,GREGG,HARPER,3,GREGG HARPER,R,0.024713263,789050,1,115396,0.69,W,Not for profit,Not publicly traded,Energy,Financials,Industrials,180800,142850,128350,80550,64100
